FIPS,total_pop,total_female,mom_work_dad_home_kids,single_dad_work_have_kids,dad_work_mom_home_kids,median_income,total_avg_family_size,married_couple_family_avg_family_size,single_dad_family_avg_family_size,single_mom_family_avg_family_size,college_grad_school_per,coll_grad_male_per,single_mom_work_have_kids_per,single_dad_work_have_kids_per,dad_work_mom_home_kids_per,mom_work_dad_home_kids_per,total_HH_per,total_families_x_per,married_couple_family_total_families_per,single_dad_family_total_families,single_mom_family_total_families_per,white_per,black_per,ame_indian_per,asian_per,hawa_per,other_race_per,mixed_race_per,hispanic_per,born_texas_per,born_otherstate_per,born_ne_per,born_midwest_per,born_south_per,born_west_per,born_outsideus_per,born_europe_per,born_asia_per,born_africa_per,born_latinam_per,born_northam_per,total_male_per,total_female_per,total15_44_per,totalmale_15_44_per,prof_grad_school_per,college_undergrad_per,coll_grad_female_per,parents_work_have_kids_per,below_poverty_per,below_poverty_18_34_per,below_poverty_35_64_per,below_poverty_over_60_per,below_poverty_male_per,below_poverty_female_per,below_poverty_white_per,below_poverty_black_per,below_poverty_amerind_per,below_poverty_asian_per,below_poverty_hawaii_per,below_poverty_hispanic_per,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO,rental_prices
48453001818,6166.0,3128.0,0.0,10.0,395.0,54176.0,3.67,3.82,3.28,3.33,0.031138501459617256,0.006000648718780408,0.020596821277975998,0.001621796951021732,0.06406097956535842,0.0,0.34592928965293546,0.22024002594875122,0.15585468699318844,64.0,0.05400583846902368,0.5541680181641259,0.019623743107362958,0.0,0.03130068115471943,0.0,0.36101200129743755,0.033895556276354204,0.621796951021732,0.48459292896529355,0.16396367174829712,0.03308465780084333,0.04703211157963023,0.06503405773597146,0.018812844631852094,0.014758352254297762,0.0,0.016542328900421666,0.0,0.2915990917937074,0.0,0.49270191372040223,0.5072980862795978,0.4725916315277327,0.24424262082387285,0.0019461563412260785,0.029192345118391177,0.02513785274083685,0.03811222834901071,0.3470645475186507,0.08968537139150179,0.08611741809925397,0.006162828413882582,0.19169639961076873,0.15536814790788192,0.16607200778462536,0.007622445669802141,0.0,0.016866688290626014,0.0,0.3039247486214726,0.38889382156100955,0.42493048604565725,0.47858264184794796,0.3957759404483194,1731.0
48453001844,3620.0,1776.0,32.0,29.0,146.0,49171.0,2.99,3.15,2.32,2.66,0.057734806629834254,0.044751381215469614,0.023480662983425413,0.008011049723756906,0.04033149171270718,0.008839779005524863,0.42845303867403317,0.18646408839779005,0.13397790055248618,44.0,0.04033149171270718,0.7779005524861878,0.11767955801104972,0.0022099447513812156,0.03535911602209945,0.0,0.0505524861878453,0.016298342541436465,0.32320441988950277,0.523756906077348,0.2906077348066298,0.02679558011049724,0.0919889502762431,0.08093922651933702,0.09088397790055248,0.018232044198895028,0.002486187845303867,0.020718232044198894,0.013812154696132596,0.07624309392265194,0.0030386740331491712,0.5093922651933702,0.49060773480662984,0.5190607734806629,0.2795580110497238,0.022099447513812154,0.0356353591160221,0.012983425414364641,0.024585635359116023,0.12016574585635359,0.03508287292817679,0.026519337016574586,0.016574585635359115,0.07734806629834254,0.04281767955801105,0.05828729281767956,0.05138121546961326,0.0,0.0,0.0,0.020718232044198894,0.5341712490180676,0.5074172689235451,0.5165208940719145,0.5309929969473873,1731.0
48453000204,3060.0,1356.0,0.0,42.0,47.0,56972.0,2.74,2.84,2.14,2.62,0.19477124183006536,0.13725490196078433,0.00718954248366013,0.013725490196078431,0.015359477124183006,0.0,0.5107843137254902,0.1830065359477124,0.13954248366013072,64.0,0.022549019607843137,0.8607843137254902,0.012091503267973857,0.0,0.046405228758169936,0.0,0.013725490196078431,0.06699346405228758,0.14281045751633986,0.4957516339869281,0.40294117647058825,0.09313725490196079,0.12091503267973856,0.11013071895424836,0.07875816993464052,0.024509803921568627,0.006209150326797385,0.01568627450980392,0.008823529411764706,0.006209150326797385,0.0,0.5568627450980392,0.44313725490196076,0.5352941176470588,0.3300653594771242,0.06830065359477124,0.1264705882352941,0.05751633986928104,0.04934640522875817,0.20065359477124184,0.1696078431372549,0.01699346405228758,0.006209150326797385,0.13725490196078433,0.06339869281045751,0.15718954248366013,0.008823529411764706,0.0,0.01241830065359477,0.0,0.028104575163398694,0.13499077130798307,0.33195182032623,0.1264567150999898,0.15590579439420715,1731.0
48453002412,6083.0,3033.0,0.0,21.0,186.0,57946.0,4.63,4.98,3.4,4.37,0.04142692750287687,0.013480190695380569,0.02515206312674667,0.0034522439585730723,0.03057701791879007,0.0,0.238204833141542,0.19135295084662174,0.1101430215354266,114.0,0.06246917639322703,0.6989972053263193,0.05227683708696367,0.0054249547920434,0.007233273056057866,0.0,0.23212230807167517,0.003945421666940654,0.8510603320729903,0.6092388624034194,0.08893638007562059,0.021371034029261878,0.03485122472464244,0.01101430215354266,0.0216998191681736,0.027946736807496302,0.0,0.0,0.0,0.19940818674995892,0.0,0.5013973368403748,0.4986026631596252,0.47772480683873086,0.23508137432188064,0.0,0.04142692750287687,0.027946736807496302,0.019891500904159132,0.16866677626171298,0.03090580305770179,0.06181160611540358,0.007233273056057866,0.07233273056057866,0.09633404570113431,0.13134966299523262,0.00805523590333717,0.0,0.0,0.0,0.1527206970244945,0.07930356947931448,0.0,0.023936170212765957,0.07378621176945593,1503.0
48453000500,4486.0,2342.0,14.0,14.0,86.0,38750.0,2.85,2.97,2.75,2.3,0.42309407044137315,0.19482835488185465,0.006687472135532769,0.003120820329915292,0.019170753455193937,0.003120820329915292,0.4625501560410165,0.12661613909942043,0.0954079358002675,53.0,0.01939366919304503,0.833259028087383,0.008024966562639322,0.003120820329915292,0.09875167186803388,0.0,0.03343736067766384,0.02340615247436469,0.11992866696388765,0.4971020954079358,0.352652697280428,0.04814979937583593,0.06665180561747659,0.13820775746767722,0.09964333481943825,0.029424877396344182,0.023851983950066876,0.024966562639322336,0.0,0.01649576460098083,0.0060187249219794915,0.47793134195274184,0.5220686580472581,0.777753009362461,0.3620151582701739,0.16696388765046813,0.25613018279090505,0.2282657155595185,0.01671868033883192,0.3383860900579581,0.29536335265269725,0.027641551493535442,0.001560410164957646,0.14489522960321,0.19349086045474811,0.2746321890325457,0.0011145786892554615,0.0,0.0461435577351761,0.0,0.05728934462773072,0.18974087083305718,0.06910039113428944,0.30474732006125577,0.18779630765798427,1334.0
48453002205,4944.5,2455.0,0.0,21.5,93.0,62882.0,3.12,3.11,2.94,3.11,0.058752148852260086,0.027606431388411366,0.016179593487713622,0.004348265749823036,0.018808777429467086,0.0,0.40459095965213876,0.20113257154413997,0.13944787137223177,64.0,0.036302962888057434,0.784406916776216,0.04237031044595004,0.001617959348771362,0.03337041156840934,0.0,0.02234806350490444,0.027808676307007785,0.2514915562746486,0.5210840327636768,0.2653453331985034,0.04368490241682678,0.07098796642734351,0.07725755890383254,0.06643745575892405,0.01557285873192436,0.004247143290524826,0.010112245929821012,0.0,0.033168166649812925,0.0,0.492769744160178,0.49651127515421173,0.46132065931843463,0.24734553544342197,0.014460511679644048,0.04267367782384467,0.03064010516735767,0.034482758620689655,0.11436950146627566,0.035595105672969966,0.02902214581858631,0.011325715441399535,0.04823541308524623,0.059257761148751135,0.08261704924663768,0.006370714935787238,0.0,0.0009101021336838912,0.0,0.04135908585296794,0.09755428885613113,0.08988556022519528,0.09020232149595114,0.10522355661670121,1731.0
48453000604,7140.0,3385.0,0.0,0.0,14.0,8975.0,2.86,2.35,4.79,2.84,0.911624649859944,0.48207282913165267,0.0,0.0,0.00196078431372549,0.0,0.22633053221288515,0.018487394957983194,0.01246498599439776,24.0,0.002661064425770308,0.6736694677871149,0.03403361344537815,0.009243697478991597,0.23711484593837534,0.0,0.019187675070028012,0.026750700280112043,0.1457983193277311,0.6310924369747899,0.18865546218487395,0.03263305322128852,0.023669467787114845,0.05070028011204482,0.08165266106442577,0.008683473389355743,0.009523809523809525,0.08837535014005603,0.002661064425770308,0.024369747899159664,0.010644257703081233,0.5259103641456583,0.4740896358543417,0.9697478991596639,0.5127450980392156,0.061764705882352944,0.849859943977591,0.4295518207282913,0.0,0.5424369747899159,0.5219887955182073,0.016946778711484593,0.0054621848739495795,0.3284313725490196,0.21400560224089635,0.3081232492997199,0.004621848739495798,0.009243697478991597,0.19145658263305323,0.0,0.06330532212885154,0.08317691687147856,0.056328677448740753,0.06609487160788845,0.07886816514620869,1731.0
48453001908,9583.0,4703.0,18.0,67.0,370.0,110833.0,3.21,3.19,3.39,3.31,0.045497234686423874,0.024313889178754045,0.01669623291244913,0.006991547532088072,0.03861003861003861,0.001878326202650527,0.3771261609099447,0.24032140248356465,0.2072419910257748,107.0,0.02191380569758948,0.8638213503078368,0.04184493373682563,0.0012522174684336846,0.08608995095481582,0.0,0.005634978607951581,0.0013565689241364918,0.23750391317958885,0.44443284983825526,0.38077846185954295,0.06501095690284879,0.09297714703120108,0.1302306167171032,0.09255974120838986,0.03057497652092247,0.007722007722007722,0.022644265887509132,0.002295732025461755,0.0472712094333716,0.001878326202650527,0.5092351038296984,0.49076489617030156,0.36512574350412186,0.1996243347594699,0.011374308671605968,0.03412292601481791,0.021183345507669833,0.042992799749556505,0.1288740477929667,0.02723572993843264,0.030366273609516853,0.005843681519357195,0.06532401126995721,0.0635500365230095,0.12271731190650109,0.0032348951267870186,0.0,0.0029218407596785976,0.0,0.09224668684128144,0.46173005077114665,0.30674157303370786,0.5362318840579711,0.45161568289530374,1731.0
48453002315,3134.0,1219.0,0.0,23.0,71.0,35216.0,3.0,3.27,2.76,2.69,0.09444798978940651,0.04594767070835992,0.02297383535417996,0.007338864071474154,0.02265475430759413,0.0,0.45564773452456925,0.16656030631780472,0.08359923420548819,138.0,0.0389278876834716,0.8312061263560945,0.026483726866624122,0.0,0.008296107211231652,0.0,0.11933631142310147,0.014677728142948309,0.6522016592214422,0.41448627951499684,0.1917677089980855,0.031269942565411615,0.028079132099553285,0.03477983407785577,0.09763880025526483,0.020740268028079132,0.020740268028079132,0.002871729419272495,0.0025526483726866626,0.3209955328653478,0.0,0.6110402042118698,0.38895979578813017,0.6509253350350989,0.4020421186981493,0.01021059349074665,0.08423739629865985,0.048500319081046586,0.014996809189534142,0.19591576260370133,0.0826419910657307,0.05583918315252074,0.0019144862795149968,0.08583280153158902,0.11008296107211232,0.18315252074026803,0.010848755583918315,0.0,0.0,0.0,0.14326738991703894,0.06628625029312905,0.049060542797494784,0.06272617611580217,0.06557556716472436,1731.0
48453001747,5743.0,2549.0,0.0,82.0,102.0,57594.0,3.1,3.11,3.06,3.13,0.071565383945673,0.04683963085495386,0.017934877241859656,0.014278251784781473,0.017760752220094028,0.0,0.39230367403795924,0.22653665331708167,0.16036914504614314,190.0,0.03308375413546927,0.8136862267107784,0.0891520111440014,0.011666376458297057,0.026292878286609787,0.0010447501305937664,0.010099251262406407,0.04805850600731325,0.3498171687271461,0.516803064600383,0.34267804283475534,0.060073132509141564,0.0929827616228452,0.08392826049103257,0.10569388821173603,0.022636252829531602,0.001915375239421905,0.01601950200243775,0.002611875326484416,0.06425213303151663,0.001218875152359394,0.556155319519415,0.44384468048058506,0.4793661849207731,0.25544140693017586,0.013407626675953334,0.05815775726971966,0.024725753090719137,0.047013755876719486,0.21870102733762842,0.07139125892390737,0.07974925996865749,0.00766150095768762,0.11213651401706425,0.10656451332056416,0.18492077311509664,0.00017412502176562773,0.0,0.01305937663242208,0.0,0.095420511927564,0.04624267129333452,0.06795105177993527,0.1635025905101373,0.050434526856827644,1731.0
